name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017
MarketCap,"2,823,529,769","3,171,593,735","1,789,279,595","1,322,465,889","1,091,289,762","1,079,143,077","1,244,628,070","1,344,174,042"
EnterpriseValue,"2,249,544,769","2,652,271,735","1,377,099,595","1,443,282,889","1,282,444,762","1,222,300,077","1,564,563,070","1,097,068,042"
PeRatio,"5.868","7.057","2.63",,"57.622","1.688","3.044",
ForwardPeRatio,"5.056","12.063","5.78","6.181","13.369","9.268","4.606","7.542"
PsRatio,"1.676","1.911","0.989","1.543","1.409","0.77","1.016",
PbRatio,"1.506","1.817","1.328","1.798","1.436","1.447","3.403","1.466"
EnterprisesValueRevenueRatio,"1.342","1.582","0.792","1.363","1.638","0.964","1.135","0.938"
EnterprisesValueEBITDARatio,"3.229","3.807","1.481","3.819","13.571","2.475","2.584","2.199"
