name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995,12/31/1994,12/31/1993,12/31/1992,12/31/1991,12/31/1990,12/31/1989,12/31/1988
MarketCap,"4,759,617,741","4,941,069,023","4,703,383,059","3,868,663,257","3,055,480,525","4,127,684,912","3,191,254,965","4,468,145,664","3,373,592,848","2,340,391,877","2,317,576,876","2,006,166,202","1,486,048,550","1,437,899,349","1,126,816,374","774,818,409","1,183,430,859","890,147,445","1,103,403,477","996,794,551","1,019,183,302","1,641,828,074","1,207,098,535","677,493,083","462,990,875","448,555,372","452,300,556","550,598,822","208,091,659","153,454,796","135,160,508","117,019,659","87,448,346","74,317,590","65,924,609","83,957,624","81,142,992"
PeRatio,"10.122","8.771","11.549","10.64","10.326","10.763","11.182","17.275","21.092","15.512","17.299","15.205","12.68","15.93","15.108","21.219","30","12.783","19.645","14.347","15.783","28.36","19.518","15.685","11.511","12.362","16.816","17.259","11.906","14.594","13.902","15.281","14.198","7.41","7.324","10.101",
ForwardPeRatio,"9.208","9.497","8.368","10.929","10.56","11.038",,"12.854","15.48","13.55","14.43","13.316","11.038","13.441","13.793",,,,,,,,,,,,,,,,,,,,,,
PegRatio,,,,,,,,"1.286",,,"2.623","2.422","2.007","2.444","2.508",,,,,,,,,,,,,,,,,,,,,,
PsRatio,"3.063","3.023","3.386","3.146","2.551","3.416","2.664","3.787","4.153","3.622","3.673","3.518","2.919","3.185","2.783","1.836","3.011","3.22","4.239","3.63","3.93","3.928","3.063","2.736","2.301","2.462","3.214","4.26","2.183","2.153","1.687","1.547","1.259","1.189","1.304",,
PbRatio,"0.801","0.854","0.888","0.775","0.631","0.876","0.722","1.033","1.373","1.177","1.221","1.354","1.06","1.185","1.057","0.743","1.278","1.635","2.047","2.134","3.145","2.705","2.017","1.835","1.484","1.556","1.676","2.418","1.376","1.139","1.134","1.059","0.848","0.799","0.852",,
