name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012
MarketCap,"1,563,539,438","1,810,071,568","921,486,237","2,151,540,263","576,398,499","746,128,993","564,255,109","800,651,110","1,073,139,152","732,267,023","520,467,994","495,626,127","199,630,265"
PeRatio,"6.784","9.117","3.276","7.637","6.447","13.606","9.681","11.655","14.925","15.151","13.162","14.511","10.216"
ForwardPeRatio,,,,,,,"8.326","9.416","15.576","12.151","10.638","14.62",
PegRatio,,,,,,,"0.833",,,,,,
PsRatio,"2.155","2.725","1.354","2.981","1.256","2.256","1.834","2.786","3.61","3.468","3.252","4.267","2.362"
PbRatio,"1.042","1.272","0.734","1.877","0.691","0.931","0.765","1.177","1.896","1.518","1.222","1.274","0.903"
