name,ttm,12/31/2023,12/31/2022
MarketCap,"1,036,244,548","1,061,647,458","138,610,620"
EnterpriseValue,"972,117,548","1,083,572,458","116,263,620"
ForwardPeRatio,"15.198","19.646",
PsRatio,"6.956","11.907",
PbRatio,"2.109","3.507",
EnterprisesValueRevenueRatio,"7.664","8.543","38.282"
EnterprisesValueEBITDARatio,"24.484","27.291","-3.642"
