name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011
MarketCap,"1,350,472,366","1,262,816,565","1,185,507,986","4,628,918,370","6,600,073,025","4,245,595,970","8,061,242,310","4,993,706,036","489,032,970","547,949,999","364,558,897","885,609,081","693,828,639","916,624,278"
EnterpriseValue,"1,500,272,366","1,391,844,565","1,351,810,986","4,646,666,370","6,424,195,025","4,103,942,970","8,010,141,310","5,013,667,036","509,308,970","548,780,999","344,293,897","837,934,081","655,599,639","920,584,278"
PeRatio,"659.75",,,,"659.75","60.5",,,,"49.211",,,,
ForwardPeRatio,"25.641","156.25",,,"1,666.667","135.135","114.943",,"117.647","24.938","44.444","57.471",,
PegRatio,,,,,,,,,"11.757",,"2.962","3.83",,
PsRatio,"1.002","0.798","0.633","2.817","4.729","3.321","7.511","1.339","1.457","1.609","1.208","3.945","4.424","11.373"
PbRatio,"1.298","1.205","1.092","3.998","5.181","3.208","7.31","4.834",,,,,"130.443",
EnterprisesValueRevenueRatio,"1.104","1.024","0.766","2.87","4.376","3.095","7.075","6.808","1.021","1.519","1.093","3.411","4.208","10.224"
EnterprisesValueEBITDARatio,"16.047","14.887","80.245","989.705","71.085","29.202","47.631","-46.383","14.58","64.852","-65.655","-31.021","-13.579","-20.767"
