name,ttm,06/30/2024,06/30/2023
MarketCap,"1,710,596,112","1,643,887,876","1,716,334,620"
EnterpriseValue,"2,818,662,112","2,597,069,876","2,520,713,620"
PeRatio,"9.885","31.081",
ForwardPeRatio,"20.284","22.075","27.322"
PsRatio,"1.774","1.785","1.966"
PbRatio,,,"39.453"
EnterprisesValueRevenueRatio,"2.949","2.82","2.858"
EnterprisesValueEBITDARatio,"15.446","15.659","27.201"
