name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019
MarketCap,"4,703,979,089","6,147,925,887","5,622,734,558","16,067,434,219","18,014,052,356","5,155,485,132"
EnterpriseValue,"10,534,579,089","12,100,125,887","12,147,734,558","20,376,332,219","19,441,408,356","6,481,029,132"
PeRatio,,"38.583",,"48",,
ForwardPeRatio,"9.542","10.707","10.834","25.317","42.373",
PegRatio,"0.298","0.335",,,,
PsRatio,"1.804","2.382","2.233","8.213","9.969","5.33"
PbRatio,"1.023","1.162","1.201","1.637","7.639","3.756"
EnterprisesValueRevenueRatio,"4.007","4.603","4.567","10.856","15.502","6.652"
EnterprisesValueEBITDARatio,"-1,003.293","-1,152.393","-4.038","38.294","314.586","59.026"
