name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018
MarketCap,"3,262,406,655","2,749,376,009","2,399,131,480","3,769,352,240","3,041,434,340","1,465,874,890","2,517,350,216"
EnterpriseValue,"4,073,406,655","3,826,376,009","3,603,131,480","4,315,352,240","4,103,434,340","2,586,874,890","2,333,350,216"
PeRatio,"15.81","16.804","7.871","15.776",,"24.014",
ForwardPeRatio,"13.774","11.99","7.949","13.774","13.405","12.3","11.111"
PsRatio,"0.532","0.448","0.391","0.641","0.537","0.296","0.532"
PbRatio,"1.187","1.039","1.001","1.747","1.895","0.932","0.938"
EnterprisesValueRevenueRatio,"0.653","0.613","0.566","0.738","0.809","0.519","0.483"
EnterprisesValueEBITDARatio,"8.558","8.039","6.366","8.843","16.414","11.759","12.281"
