name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
MarketCap,"1,677,858,742","1,523,187,307","996,942,733","2,022,975,768","2,503,064,342","867,655,009","413,479,204","158,593,031","21,016,702","8,260,205","30,856,853","29,423,677"
EnterpriseValue,"2,338,562,742","2,191,346,307","1,371,389,733","2,108,137,768","2,735,467,342","1,083,669,009","454,785,204","126,346,031","20,028,702","7,503,205","24,711,253","20,099,777"
PeRatio,"57.889","32.6",,"4.278",,,,"43.796",,,,
ForwardPeRatio,"40","22.936","40.816","10.718","8.764","12.953",,,,,,
PsRatio,"1.514","1.459","1.029","2.215","2.629","4.376","18.431","36.468",,,,
PbRatio,"0.69","0.655","0.422","0.874","1.819","2.132","1.195","1.783","7.172","4.675","4.276","4.24"
EnterprisesValueRevenueRatio,"2.149","2.014","1.44","1.948","3.236","3.847","15.08","8.168","22.58",,,
EnterprisesValueEBITDARatio,"8.034","7.528","10.486","2.721","11.639","24.923","-17.766","-30.998","-9.29","-1.435","-6.314","-3.512"
