name,ttm,12/31/2022
MarketCap,"1,699,986,137","1,487,379,645"
EnterpriseValue,"1,460,306,186","1,219,886,622"
PeRatio,"34.339","5.456"
ForwardPeRatio,"11.198","13.624"
PsRatio,"1.105","1.058"
PbRatio,"2.744","3.14"
EnterprisesValueRevenueRatio,"1.039","0.944"
EnterprisesValueEBITDARatio,"8.78","4.287"
