name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015
MarketCap,"2,369,522,074","3,126,216,307","4,135,488,738","10,662,457,068","13,428,036,754","8,507,167,203","4,677,359,980","4,029,759,423","3,551,678,011","2,529,730,457"
EnterpriseValue,"5,835,343,074","6,595,354,307","7,709,290,738","14,033,558,068","14,538,435,754","9,656,644,203","5,606,569,980","5,087,941,423","3,965,958,011","2,934,904,457"
PeRatio,"9.342","39.391","11.874","32.711","51.916","51.08","17.697","34.36","35.835","28.291"
PsRatio,"1.523","2.007","2.653","7.342","9.991","7.621","4.434","4.447","4.419","3.156"
PbRatio,"1.265","1.734","2.164","6.159","9.7","10.98","6.276","7.669","8.11","5.881"
EnterprisesValueRevenueRatio,"3.477","3.93","4.519","8.739","10.971","8.268","5.229","5.3","4.84","3.636"
EnterprisesValueEBITDARatio,"6.312","7.134","8.928","17.773","20.232","18.491","11.926","12.154","11.663","9.534"
