name,ttm,12/31/2023,12/31/2022
MarketCap,"3,297,145,964","3,619,808,546","409,264,800"
EnterpriseValue,"2,789,943,842","3,123,999,260","416,298,421"
PbRatio,"6.652","8.593",
EnterprisesValueEBITDARatio,"-51.561","-57.734","-6.4"
