name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003
MarketCap,"3,298,709,386","3,246,789,861","1,712,268,039","3,577,155,934","3,331,382,630","1,967,616,790","1,044,628,542","1,142,205,030","792,395,172","522,800,721","486,058,480","328,444,096","242,987,365","255,331,698","449,220,702","1,083,318,914","716,309,696","1,637,441,575","1,842,740,141","982,982,238","905,616,259","660,692,775"
EnterpriseValue,"3,018,535,386","3,050,121,861","1,513,619,039","3,379,794,934","3,159,257,630","1,850,328,790","974,783,542","1,121,596,030","831,719,172","378,943,721","342,201,480","172,506,096","78,112,365","-60,700,302","101,985,702","634,083,914","193,415,696","1,067,395,575","1,385,247,141","781,400,238","787,522,259","542,598,775"
PeRatio,"40.486",,"19.33","47.134","43.455","18.55","44.031","65.208","86.154",,,,,,,,,"22.517","32.112","39.403","43.079","79.2"
ForwardPeRatio,,,,,,,,"11.588","12.438","18.382","16.863",,,,,,,,,,,
PegRatio,,,,,,,,"0.966","1.037","1.531","1.405",,,,,,,,,,,
PsRatio,"5.011","4.905","2.221","4.771","5.009","3.614","2.031","2.095","2.102","1.834","1.94","1.401","1.291","1.401","2.366","7.96","3.397","3.549","4.95","4.707","6.115","6.882"
PbRatio,"3.63","3.862","2.115","4.549","4.665","3.202","2.132","2.496","1.911","1.781","1.681","1.057","0.716","0.661","1.092","1.875","1.015","2.127","2.957","3.241","3.98","3.407"
EnterprisesValueRevenueRatio,"4.552","4.6","2.024","4.391","4.555","3.139","1.84","2.045","2.167","1.342","1.274","0.745","0.438","-0.358","0.541","4.685","0.92","2.309","3.752","3.29","4.43","5.52"
EnterprisesValueEBITDARatio,"23.742","23.99","15.687","23.533","23.45","18.913","12.045","12.29","-826.759","18.727","24.761","-7.139","-1.657","1.038","-1.055","-6.192","-2.096","8.894","15.552","15.081","18.01","31.143"
