name,ttm,01/31/2024,01/31/2023,01/31/2022,01/31/2021,01/31/2020,01/31/2019,01/31/2018,01/31/2017,01/31/2016,01/31/2015,01/31/2014,01/31/2013,01/31/2012,01/31/2011,01/31/2010,01/31/2009,01/31/2008,01/31/2007,01/31/2006,01/31/2005,01/31/2004,01/31/2003,01/31/2002,01/31/2001,01/31/2000,01/31/1999,01/31/1998,01/31/1997,01/31/1996,01/31/1995,01/31/1994,01/31/1993,01/31/1992,01/31/1991,01/31/1990
MarketCap,"135,888,222,545","108,166,726,606","94,584,147,148","85,010,152,970","76,888,421,151","71,035,965,825","61,324,313,183","50,786,537,201","48,422,222,926","47,697,255,149","45,426,088,485","40,794,365,634","32,947,637,211","25,440,138,093","18,465,861,342","15,953,125,178","8,016,995,316","13,527,484,738","13,414,424,970","11,768,489,041","12,036,706,816","11,476,185,880","9,556,656,152","11,225,366,575","8,691,738,925","4,893,863,327","9,523,776,524","5,416,806,276","3,163,305,152","1,368,535,680","968,435,776","2,074,455,122","1,967,855,894","1,239,031,171","836,676,000","1,020,632,870"
EnterpriseValue,"143,884,222,545","116,395,726,606","103,842,841,148","91,039,925,970","81,949,074,151","80,445,991,825","60,845,410,183","50,140,530,201","47,822,799,926","47,198,212,149","44,619,055,485","39,806,523,634","31,879,269,211","24,625,928,093","17,438,093,342","15,424,258,178","8,505,072,316","13,650,340,738","13,367,636,970","12,111,702,041","12,429,635,816","12,084,875,880","9,774,438,152","11,436,213,575","8,917,648,925","4,941,830,327","9,652,476,524","5,591,406,276","3,110,105,152","2,211,235,680","1,325,135,776","2,340,655,122","2,309,255,894","1,485,831,171","1,068,576,000","1,269,632,870"
PeRatio,"28.509","26.811","28.622","32.863","104.984","23.244","20.381","21.708","21.971","21.72","21.834","19.378","19.226","17.653","14.361","15.265","8.991","19.042","18.141","18.106","19.262","20.712","16.844","21.309","16.667","9.828","24.949","20.656","16.292","31.467","12.862","17.657","21.674","17.75","11.111","12.608"
ForwardPeRatio,"25.641","23.419","23.042","21.368","23.474","20.492","18.797","17.452","19.455","19.608","18.553","17.123","15.974","15.175","12.531",,,,,,,,,,,,,,,,,,,,,
PegRatio,"2.463","1.875","2.078","0.166","3.179","1.528","1.521","1.334","1.85","1.642","1.444","1.283","1.135","1.168","0.914",,,,,,,,,,,,,,,,,,,,,
PsRatio,"2.456","2.111","1.971","1.94","2.308","1.791","1.624","1.521","1.533","1.619","1.637","1.533","1.371","1.137","0.878","0.83","0.455","0.793","0.816","0.781","0.861","0.937","0.824","1.074","0.936","0.589","1.314","0.809","0.499","0.299","0.252","0.57","0.652","0.462","0.337","0.418"
PbRatio,"16.626","15.83","16.697","13.191","13.859","12.817","11.666","10.932","11.183","10.865","10.323","9.892","9.505","7.927","5.957","5.292","3.77","6.347","5.858","6.218","7.28","8.052","6.782","8.373","7.132","4.373","8.757","5.128","3.237","2.838","1.939","4.291","6.431","4.756","3.093","4.469"
EnterprisesValueRevenueRatio,"2.55","2.224","2.108","1.995","2.454","1.98","1.568","1.459","1.463","1.558","1.561","1.456","1.282","1.062","0.795","0.782","0.445","0.732","0.768","0.754","0.834","0.95","0.816","1.068","0.931","0.562","1.22","0.788","0.465","0.497","0.345","0.645","0.754","0.539","0.437","0.591"
EnterprisesValueEBITDARatio,"19.027","17.946","18.87","19.498","42.129","15.514","12.253","10.9","10.839","11.014","10.907","10.12","9.331","8.365","6.528","6.945","4.875","8.184","7.932","8.385","8.917","10.103","8.347","10.361","8.384","4.837","11.917","9.052","5.865","8.07","5.426","7.873","9.558","7.237","5.408","6.654"
