name,ttm,07/31/2024,07/31/2023,04/30/2022,04/30/2021,04/30/2020,04/30/2019,04/30/2018
MarketCap,"426,749,878","442,897,171","395,915,212","454,891,137","558,165,981","450,218,595","540,835,819","476,021,939"
PeRatio,"9.098","60.632",,"7.628","80.316","10.4","44.176",
PsRatio,"9.085","57.222",,"7.892","79.755","10.484","43.365",
PbRatio,"0.934","1.008","0.872","0.803","1.121","0.869","1.087","0.935"
EnterprisesValueRevenueRatio,"9.085","57.222",,"7.909","79.793","10.246","43.366",
