name,ttm,12/31/2023,12/31/2022,12/31/2021
MarketCap,"879,580,885","669,628,023","306,425,073","542,344,845"
PeRatio,"283.667","47.667","5.911","0.409"
ForwardPeRatio,"14.993","30.395","16.556",
PsRatio,"0.639","0.579","0.724","0.157"
PbRatio,"7.369","5.078","2.156","4.163"
EnterprisesValueRevenueRatio,"3.59","2.358","3.358","3.354"
