name,ttm,12/31/2023,12/31/2022
MarketCap,"810,088,755","800,677,963","1,203,652,919"
EnterpriseValue,"859,231,755","879,560,963","1,203,539,618"
PeRatio,"10.18","6.729","383.472"
PsRatio,"2.098","2.002","138.945"
PbRatio,"1.206","1.207","74.66"
EnterprisesValueRevenueRatio,"2.18","2.232","2.42"
EnterprisesValueEBITDARatio,"3.164","3.239","3.143"
