name,ttm,06/30/2023,06/30/2022,06/30/2021,06/30/2020,06/30/2019,06/30/2018,06/30/2017,06/30/2016,06/30/2015,06/30/2014,06/30/2013,06/30/2012,06/30/2011,06/30/2010,06/30/2009,06/30/2008,06/30/2007,06/30/2006,06/30/2005,06/30/2004,06/30/2003,06/30/2002,06/30/2001,06/30/2000,06/30/1999,06/30/1998,06/30/1997,12/31/1996,12/31/1995,12/31/1994,12/31/1993,12/31/1992,12/31/1991
MarketCap,"1,250,141,268","1,355,154,764","835,583,892","1,015,750,695","974,418,766","907,583,990","844,635,323","711,954,448","477,679,423","578,322,011","292,457,262","220,145,889","192,105,823","90,201,415","154,053,046","75,933,892","92,873,593","117,928,525","141,901,206","243,971,917","282,129,800","154,109,596","63,982,720","48,648,941","27,224,874","35,331,258","45,166,875","63,696,875","46,325,000","85,701,250","49,934,500","131,645,500","114,716,000","86,697,000"
EnterpriseValue,"1,294,305,268","1,395,910,764","915,228,892","1,060,250,695","1,038,817,766","972,478,990","940,013,323","803,899,448","566,587,423","693,490,011","393,826,262","316,279,889","313,387,823","191,743,415","253,343,046","174,640,892","224,712,593","275,539,525","290,400,206","389,307,917","299,210,800","221,779,596","147,577,720","153,259,941","125,466,874","133,531,258","162,666,875","155,996,875","144,025,000","180,301,250","139,234,500","201,945,500","189,916,000","109,897,000"
PeRatio,"18.71","20.793","14.794","17.749","17.851","27.198","25.41","19.599","15.28","21.184","11.61","11.077","12.483","32.538","10.799","11",,,,"17.081","11.517","10.137","8.524","6.261","3.978","19.381","8.705","137.5",,"71.154","42.308","19.595","17.895","15.663"
ForwardPeRatio,,,,,,,,,,,"9.355","7.342","6.281",,,,,,,,,,,,,,,,,,,,,
PsRatio,"1.26","1.333","0.928","1.195","1.102","1.051","0.969","0.82","0.512","0.671","0.39","0.305","0.275","0.135","0.276","0.137","0.171","0.212","0.242","0.425","0.501","0.373","0.188","0.139","0.081","0.109","0.141","0.517","0.157","0.361","0.247","0.59","0.598","0.807"
PbRatio,"4.069","4.636","3.28","4.399","4.006","3.713","3.578","3.139","1.948","2.472","1.326","1.058","0.97","0.491","0.856","0.459","0.586","0.691","0.778","1.244","1.556","1.297","0.637","0.524","0.314","0.442","0.578","0.871","0.638","1.176","0.757","1.902","3.541","3.413"
EnterprisesValueRevenueRatio,"1.297","1.396","0.957","1.235","1.18","1.11","1.057","0.95","0.595","0.782","0.506","0.431","0.447","0.284","0.451","0.315","0.415","0.509","0.501","0.669","0.575","0.528","0.418","0.449","0.379","0.42","0.512","1.172","0.489","0.649","0.666","0.997","0.992","0.682"
EnterprisesValueEBITDARatio,"11.252","12.922","8.981","10.649","11.212","13.407","13.775","11.072","8.515","10.65","6.513","5.572","6.435","7.319","5.712","5.778","11.589","150.24","-35.056","10.497","5.726","5.534","5.209","5.313","4.687","6.734","6.481","17.333","11.615","7.42","12.214","11.474","10.493","6.912"
