name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012
MarketCap,"40,934,048,787","36,764,689,855","32,946,497,131","30,177,765,048","22,519,665,864","26,936,680,000","24,058,200,000","14,438,733,102","12,275,548,244","11,681,010,000","3,189,466,000","1,647,980,000","1,154,030,000"
EnterpriseValue,"60,800,048,787","57,028,689,855","53,408,497,131","48,902,765,048","43,394,665,864","46,687,680,000","36,910,200,000","21,283,733,102","16,478,548,244","12,343,910,000","3,422,266,000","1,571,780,000","948,630,000"
PeRatio,"10.658","10.552","8.734","10.959",,"11.07","14.567","37.616",,"21.375","50.336",,"183.471"
ForwardPeRatio,"10","9.337","10.638","9.69","8.636","10.582","12.166","18.904","33.003","52.91","21.008","26.882",
PegRatio,"12.503",,,"1","4.093","1.977","0.518",,,,,,
PsRatio,"3.889","3.585","3.132","3.405","2.728","2.671","3.684","4.422","4.948","5.739","10.735","3.528","5.219"
PbRatio,,"2.978","2.458","2.369","1.749","1.527","3.539","1.452","1.233","24.617","6.489","2.544","1.67"
EnterprisesValueRevenueRatio,"5.827","5.466","5.067","5.107","5.167","5.409","5.549","5.766","5.475","11.938","4.581","3.395","2.145"
EnterprisesValueEBITDARatio,"9.989","9.369","8.807","9.417","28.437","13.049","10.619","11.707","13.463","24.787","10.728","8.06","5.161"
