name,ttm,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007
MarketCap,"1,505,150,613","1,823,429,226","952,425,789","642,155,441","902,427,483","1,337,359,797","2,496,042,043","270,471,564","181,209,583","135,616,930","10,906,028","9,372,041","17,624,835","22,074,336","6,872,689","4,714,861","7,583,853"
EnterpriseValue,"1,519,874,756","1,909,805,012","1,237,825,792","1,056,470,370","1,332,495,815","1,542,304,927","2,597,438,855","321,604,594","187,314,886","122,338,835","13,358,592","8,794,519","55,399,287","43,200,607","9,314,759","2,471,653","73,089,879"
PeRatio,"13.268","11.87",,"6.969",,"2.872",,,,,,,,,,,
PsRatio,"10.531","2.737","1.29","1.075","1.879","5.613",,,,,,,,,,,
PbRatio,"1.866","0.882","0.426","0.454","0.852","2.25",,,,,,,,,,,
EnterprisesValueRevenueRatio,"0.016","0.019","0.011","0.009","0.018","0.052","0.175","0.046","0.071","0.094","0.026","0.009","0.029","0.023","0.01","0.002","0.097"
EnterprisesValueEBITDARatio,"0.023","0.037","0.027","0.016","0.031","0.028","0.204","0.08","0.082","0.215","0.054","0.215","0.131","0.1","0.04","0.03","0.212"
