name,ttm
MarketCap,"102,355,460,820"
EnterpriseValue,"101,432,460,820"
PeRatio,"87.932"
ForwardPeRatio,"57.471"
PegRatio,"3.196"
PsRatio,"2.971"
PbRatio,"10.77"
EnterprisesValueRevenueRatio,"2.947"
EnterprisesValueEBITDARatio,"69.905"
