name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995
MarketCap,"985,088,022","1,222,944,103","1,572,817,596","2,169,318,154","1,514,757,651","1,324,677,615","1,113,533,203","936,228,789","955,346,103","655,019,378","653,170,392","704,468,691","483,662,712","422,667,882","443,179,335","146,577,004","358,817,003","454,837,998","566,087,414","516,014,266","560,710,826","541,411,145","463,265,315","461,446,349","217,219,453","260,365,824","288,629,120","243,008,360","156,790,499","151,478,587"
PeRatio,"8.029","9.361","8.987","9.193","18.715","11.987","12.792","16.191","20.299","16.144","16.935","15.749","13.122","10.509","23.628",,"22.74","13.841","17.434","26.626","39.112","17.133","15.322","20.038","9.966","14.835","18.147","37.314","13.56","18.519"
ForwardPeRatio,"10.741",,,"12.987","9.606","11.062","9.311","14.045","17.762","13.831","14.728","14.556","11.468","13.193","14.793",,,,,,,,,,,,,,,
PegRatio,,,,,"2.669","1.515",,,,,"1.842","1.818","1.433","1.649","1.85",,,,,,,,,,,,,,,
PsRatio,"2.35","2.767","3.177","4.306","3.185","4.09","3.465","4.379","4.91","3.632","3.728","3.998","2.847","2.653","2.532","0.978","2.31","2.995","4.271","4.292","5.332","5.101","4.335","5.231","2.96","4.019","5.072","4.841","3.655","35.077"
PbRatio,"0.62","0.796","1.084","1.403","1.063","1.162","1.068","1.659","1.781","1.251","1.25","1.426","1","0.959","1.087","0.499","1.149","1.441","2.422","2.48","2.874","2.799","2.593","3.063","1.882","2.395","2.603","2.321","1.623","1.996"
