name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2017
MarketCap,"4,526,588,122","3,943,406,782","4,687,001,073","3,382,824,900","1,152,756,800","2,104,860,440","633,100,000"
EnterpriseValue,"4,518,306,122","3,717,149,782","4,387,256,073","3,525,338,900","1,395,010,800","2,329,899,440","633,075,000"
PeRatio,"12.162","7.856","5.403","11.299",,,
ForwardPeRatio,"12.788","9.217","6.116","7.123","13.072","27.322",
PsRatio,"3.809","3.225","2.595","3.625","1.963","8.084",
PbRatio,"2.676","2.343","3.543","4.87","2.164","1.189",
EnterprisesValueRevenueRatio,"3.682","3.03","2.589","3.269","2.577","2.473","1.57"
EnterprisesValueEBITDARatio,"5.166","4.25","3.315","4.425","-0.86","3.497","2.033"
