name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009
MarketCap,"57,454,466,331","47,949,603,709","28,747,124,397","40,729,564,865","33,678,647,639","31,600,951,979","20,347,023,462","30,787,799,590","28,686,463,221","23,796,283,299","17,407,614,307","18,443,813,450","14,528,934,740","14,595,267,833","14,801,264,800","19,268,829,600"
EnterpriseValue,"64,142,466,331","54,770,603,709","33,130,124,397","46,885,564,865","41,637,647,639","43,301,785,397","29,672,957,095","38,187,962,029","36,683,037,230","25,234,180,066","22,546,908,694","23,984,768,903","18,651,187,232","20,435,296,787","19,582,485,707","24,837,916,653"
PeRatio,"19.261","17.964","10.782","27.772","20.638","18.136","9.556","21.72","26.923","30.79",,"33.749","19.794","21.661","25.309","21.915"
ForwardPeRatio,"15.848","13.661","10.605","14.728","16.313","14.903","10.384","16.234","17.422","16.313","18.083",,,,,
PegRatio,"1.602","2.26","2.29","1.241","6.94","1.988","1.802","0.746","0.494","0.431","0.646",,,,,
PsRatio,"1.74","1.533","0.914","1.42","1.242","1.031","0.689","1.052","0.969","1.009","0.667","0.735","0.585","0.569","0.636","0.747"
PbRatio,"2.755","2.313","1.382","2.102","1.842","1.778","1.137","2.007","2.05","1.694","1.376","1.396","1.043","1.027","1.078","1.396"
EnterprisesValueRevenueRatio,"1.835","1.567","1.012","1.605","1.608","1.539","1.081","1.47","1.407","0.977","0.98","0.963","0.78","0.86","0.857","0.998"
EnterprisesValueEBITDARatio,"10.65","9.094","6.156","9.438","11.489","9.726","7.934","10.308","11.284","10.018","10.464","20.22","8.166","8.555","8.631","8.672"
