name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995,12/31/1994,12/31/1993
MarketCap,"12,620,952,237","12,260,512,083","8,744,871,165","13,534,472,876","8,868,218,188","7,735,373,876","7,180,395,618","10,535,841,414","8,234,790,682","6,737,729,451","5,043,027,655","4,921,442,339","2,914,675,606","1,856,795,284","1,745,325,057","1,316,743,485","889,112,791","1,053,361,926","1,152,497,462","1,067,510,304","888,173,992","1,025,072,755","784,368,320","459,214,372","401,824,350","511,746,528","572,111,226","688,209,775","625,608,535","434,050,926","511,921,299","739,187,943"
EnterpriseValue,"12,412,752,237","12,074,312,083","8,639,071,165","12,987,072,876","8,508,018,188","7,580,373,876","6,755,895,618","10,217,641,414","7,892,190,682","6,392,129,451","4,773,827,655","4,672,442,339","2,695,475,606","1,656,395,284","1,887,425,057","1,493,643,485","1,194,512,791","1,411,361,926","1,619,097,462","1,223,310,304","1,144,173,992","1,281,872,755","1,002,276,320","845,392,372","724,619,350","857,865,528","670,277,226","648,875,775","869,581,535","600,185,926","693,041,299","932,276,943"
PeRatio,"23.257","41.015","18.229","29.706","28.258","19.85","21.675","30.039","25.874","26.881","26.237","29.395","18.072","18.574","30.71","16.196","10.933","12.298","15.848","30.522","25.373","19.915","14.522","31.967","8.011","10.367","13.349","21.125","36.883","7.384","14.411","25.72"
ForwardPeRatio,"21.186","20.964","17.606","25","22.831","18.315",,"25.773","23.095","21.93","20.661","22.523","18.051","14.144","18.182",,,,,,,,,,,,,,,,,
PegRatio,"2.119","2.095","1.761","2.503","2.284","2.29",,"2.196","2.538","1.397","0.765","0.834","0.669","0.566","1.82",,,,,,,,,,,,,,,,,
PsRatio,"3.364","3.296","2.365","4.117","3.177","2.626","2.349","3.668","3.193","2.729","2.254","2.369","1.514","1.164","1.18","0.522","0.388","0.47","0.566","0.635","0.542","0.68","0.508","0.405","0.325","0.493","0.622","1.217","1.139","0.433","0.384","0.922"
PbRatio,"6.843","6.461","4.951","7.137","5.076","4.671","4.089","6.315","5.383","4.737","3.667","3.929","2.441","1.636","1.98","1.667","1.387","1.39","1.725","1.733","1.504","1.779","1.535","1.016","0.87","1.187","1.426","1.722","1.473","1.239","1.652","2.741"
EnterprisesValueRevenueRatio,"3.222","3.134","2.301","3.67","2.939","2.533","2.119","3.41","2.938","2.52","2.026","2.169","1.39","0.968","1.267","1.086","0.518","0.61","0.749","0.724","0.692","0.837","0.682","0.734","0.581","0.801","0.837","0.957","1.113","0.861","1.07","0.781"
EnterprisesValueEBITDARatio,"15.068","14.657","27.868","18.349","16.017","13.503","10.588","17.001","14.755","13.517","13.554","15.482","9.057","7.605","15.458","10.879","6.107","7.271","8.063","7.995","9.855","8.877","6.96","8.741","5.467","6.775","6.955","8.596","10.448","8.349","11.433","7.474"
