name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017
MarketCap,"6,796,268,710","6,871,837,945","3,644,075,745","6,129,079,080","4,324,344,860","2,599,955,820","1,944,941,600","1,504,631,913"
EnterpriseValue,"6,667,643,710","6,780,185,945","3,670,842,745","5,901,969,080","4,329,812,860","2,556,801,820","1,748,598,600","1,580,050,913"
PeRatio,,,,,,,,"113.905"
ForwardPeRatio,"62.893","68.966","49.505","123.457","370.37","112.36","55.866","68.493"
PegRatio,"5.241","5.75","4.119",,,,,
PsRatio,"10.838","11.221","6.514","11.039","9.2","5.962","5.225","4.427"
PbRatio,"9.554","10.889","6.794","10.164","12.004","7.521","9.183",
EnterprisesValueRevenueRatio,"10.882","11.066","6.415","11.09","9.214","5.571","4.411","4.74"
EnterprisesValueEBITDARatio,"115.24","117.185","314.608","157.718","115.659","81.737","41.675","-70.212"
