name,ttm,12/31/2023,12/31/2022
MarketCap,"1,526,614,679","1,258,424,664","1,660,823,362"
EnterpriseValue,"3,641,443,206","993,327,625","1,305,707,767"
PsRatio,"31.509","14.621","74.254"
PbRatio,"22.7","4.574","4.898"
EnterprisesValueRevenueRatio,"42.515","12.335","58.377"
EnterprisesValueEBITDARatio,"-170.944","-7.601","-40.3"
