name,ttm,12/31/2023,12/31/2022,12/31/2021
MarketCap,"1,083,965,075","1,121,111,466","1,192,033,297","1,776,065,138"
EnterpriseValue,"534,922,075","712,692,466","721,238,297","1,389,331,138"
PsRatio,"70.753","116.509","1,056.756",
PbRatio,"1.808","2.435","2.18","4.647"
EnterprisesValueRevenueRatio,"45.494","60.613","371.581",
EnterprisesValueEBITDARatio,"-2.458","-3.274","-4.428","-16.243"
