name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016
MarketCap,"1,633,448,193","1,322,559,337","536,754,664","1,636,070,886","881,908,574","191,884,425","156,049,983","436,990,590","367,550,821"
EnterpriseValue,"1,292,972,193","1,003,611,337","273,554,664","1,328,034,886","694,225,574","61,694,425","17,532,983","343,404,590","269,027,821"
PeRatio,,,,,,,,"25.679",
ForwardPeRatio,"15.576"
PsRatio,"26.518",,"15.117","61.964","24.629",,"3.608","39.883",
PbRatio,"4.852",,"2.21","4.963","5.2","2.012","1.259","7.584","3.772"
EnterprisesValueRevenueRatio,"21.55","16.727","10.291","48.545","24.25","267.075","0.567","17.116",
EnterprisesValueEBITDARatio,"-14.312","-11.109","-2.137","-10.791","-11.284","-0.821","-0.447","-9.395","-8.316"
