name,ttm,09/30/2024,09/30/2023,09/30/2022,09/30/2021,09/30/2020,09/30/2019,09/30/2018,09/30/2017,09/30/2016,09/30/2015,09/30/2014,09/30/2013,09/30/2012,09/30/2011,09/30/2010,09/30/2009,09/30/2008,09/30/2007,09/30/2006,09/30/2005,09/30/2004,09/30/2003,09/30/2002,09/30/2001,09/30/2000,09/30/1999,09/30/1998,09/30/1997,09/30/1996,09/30/1995,09/30/1994,09/30/1993,09/30/1992,09/30/1991,09/30/1990,09/30/1989,09/30/1988,09/30/1987
MarketCap,"47,916,916,583","47,652,259,256","21,589,236,075","10,363,699,540","10,970,134,240","12,376,856,480","8,785,082,880","6,660,938,221","4,303,533,967","3,854,191,650","2,644,005,000","1,765,789,700","1,922,970,080","1,497,894,189","809,543,720","983,490,120","1,034,872,440","1,117,302,650","1,843,921,040","2,171,124,330","2,859,852,800","2,031,706,800","2,744,889,725","1,667,826,570","1,068,103,063","619,747,896","394,060,417","465,588,716","594,265,713","485,021,796","354,937,251","211,437,428","124,231,153","67,557,574","46,630,666","25,940,461","35,481,706","40,941,605","55,586,580"
EnterpriseValue,"50,008,788,583","49,647,634,256","23,398,206,075","12,208,278,540","11,845,959,240","13,252,222,480","9,528,856,880","7,299,722,221","4,784,633,967","4,337,036,650","3,207,647,000","2,202,680,700","2,314,951,080","1,851,191,189","1,079,965,720","1,288,676,120","1,287,042,440","1,500,575,650","2,072,351,040","2,254,990,330","3,030,884,800","2,132,401,800","2,780,902,725","1,526,537,570","1,031,533,063","577,981,896","368,960,417","452,588,716","582,665,713","478,821,796","349,437,251","202,737,428","121,731,153","64,157,574","41,230,666","23,440,461","21,181,706","26,641,605","45,486,580"
PeRatio,"96.235","102.129","52.766","30.184","32.195","55.101","49.595","54.677","37.668","36.537","31.296","22.582","24.14","17.155","12.196","17.366","16.037","14.055","21.623","20.897","24.086","20.709","27.812","68.125","26.937","21.806","13.427","19.866","30.308","30.511","31.476","22.356","23.544","18.533","17.682","21.56","13.521","17.831","23.774"
ForwardPeRatio,"64.516","62.5","36.101","21.413","28.409",,,,,,,,"16.208","13.928","10.163",,"13.28","15.699",,,,,,,,,,,,,,,,,,,,,
PegRatio,"1.824","1.777","2.252",,,,,,,,,,"1.716","1.138","0.847",,"1.328","1.57",,,,,,,,,,,,,,,,,,,,,
PsRatio,"28.737","29.579","15.005","8.187","8.68","10.429","8.067","7.156","4.962","4.593","3.347","2.589","2.702","2.507","1.409","1.845","1.662","1.528","2.613","2.954","4.128","3.02","4.745","3.129","3.326","2.18","1.456","1.966","3.158","3.322","3.54","2.476","1.871","1.697","1.557","1.05","1.491","2.038","2.758"
PbRatio,,,,,"87.875","50.051","32.741","22.506","9.819","9.004","6.666","3.685","3.732","3.795","1.739","2.071","1.724","1.988","2.672","2.533","3.552","2.217","3.231","1.713","4.358","3.358","2.518","3.488","5.758","6.194","6.71","4.929","3.944","2.54","2.091","1.373","2.112","2.437","3.756"
EnterprisesValueRevenueRatio,"29.117","30.027","15.889","8.956","8.734","10.813","8.332","7.257","5.23","4.938","3.876","2.907","3.132","2.845","1.743","2.128","2.041","2.015","2.52","2.745","3.795","3.02","4.419","3.89","3.21","1.979","1.333","1.844","2.928","3.22","3.29","2.245","1.825","1.506","1.297","0.949","0.89","1.269","2.513"
EnterprisesValueEBITDARatio,"65.672","68.428","36.869","22.457","23.203","42.059","31.125","31.737","24.272","21.823","17.503","11.45","12.52","9.816","7.012","8.746","7.971","8.727","9.767","9.747","12.248","9.232","12.075","17.496","11.544","8.756","5.783","8.184","11.771","13.375","14.744","9.794","9.585","9.165","9.817","10.192","3.997","9.515","11.663"
