name,ttm
MarketCap,"2,312,336,604"
EnterpriseValue,"4,172,336,604"
ForwardPeRatio,"24.272"
PsRatio,"0.576"
EnterprisesValueRevenueRatio,"1.039"
EnterprisesValueEBITDARatio,"4.575"
