name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009
MarketCap,"3,415,917,738","4,353,748,304","4,446,905,186","9,628,629,342","9,810,635,126","7,372,139,419","4,927,898,033","4,816,486,353","2,308,950,168","2,011,636,110","1,977,638,019","1,422,468,278","1,297,856,053","749,688,331","478,945,713","334,387,193"
EnterpriseValue,"11,011,584,738","12,810,371,304","12,221,795,186","16,492,140,342","13,654,475,126","11,718,193,419","8,584,821,033","8,502,326,276","4,246,267,528","3,307,717,301","3,411,706,896","2,585,256,428","2,137,406,528","1,186,731,792","901,175,156","459,983,602"
PeRatio,"8.296",,"93.143","14.307","20.073","17.911","24.891","29.337","27.954","24.407","34.495","27.985","68.185","13.637","24.004","4.326"
ForwardPeRatio,"15.773","11.325","9.56","19.38","22.124","20.202","15.65","18.939","18.149","22.676","25.707","21.93",,,,
PsRatio,"1.227","1.563","1.672","4.065","5.53","4.349","2.677","2.816","2.992","2.547","2.186","2.183","2.929","2.687","2.6","1.462"
PbRatio,"0.738","0.92","0.863","1.971","2.158","2.299","1.7","2.286","1.9","1.787","2.027","1.796","1.607","1.977","1.379","0.72"
EnterprisesValueRevenueRatio,"4.212","4.609","4.662","7.558","8.412","7.291","5.086","6.116","5.539","4.277","4.31","4.21","5.749","4.707","4.928","2.572"
EnterprisesValueEBITDARatio,"9.214","31.55","20.555","14.728","15.055","13.139","14.42","15.751","13.714","13.558","15.946","13.906","20.809","12.038","12.025","5.125"
