name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018
MarketCap,"4,295,963,788","3,987,979,114","3,341,593,236","3,593,632,197","2,254,864,308","2,078,114,156","605,487,433"
EnterpriseValue,"5,924,774,788","5,544,734,114","4,475,674,236","4,587,560,197","2,869,058,308","2,714,514,156","1,039,697,433"
PeRatio,"20.452","21.479","23.949","46.5","37.193","36.654","23.29"
ForwardPeRatio,"15.106",,"14.409","19.231","16.978","19.724","15.823"
PsRatio,"10.827","11.373","11.086","15.787","11.805","15.347","7.116"
PbRatio,"1.442","1.487","1.339","1.855","1.451","1.901","1.073"
EnterprisesValueRevenueRatio,"16.476","15.419","15.622","19.926","17.493","19.479","10.805"
EnterprisesValueEBITDARatio,"17.081","15.985","16.91","22.944","21.762","22.879","12.574"
