name,ttm,12/31/2023,12/31/2022,12/31/2021
MarketCap,"1,426,778,061","1,445,939,873","351,233,077","307,731,543"
EnterpriseValue,"1,200,962,061","1,317,387,873","283,725,077","184,606,543"
ForwardPeRatio,"100",,,
PsRatio,"10.422","17.089","8.44","16.11"
PbRatio,"5.146","9.024","3.732","2.04"
EnterprisesValueRevenueRatio,"9.361","17.202","6.863","9.675"
EnterprisesValueEBITDARatio,"-7.704","-32.102","-4.911","443.766"
