name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019
MarketCap,"1,226,347,571","207,739,763","122,582,225","1,079,266,366","1,744,954,514","1,618,693,232"
EnterpriseValue,"1,621,439,571","618,459,763","421,591,225","1,139,718,366","1,624,706,514","1,558,505,232"
PeRatio,"5.333",,,,,
PsRatio,"2.049","0.357","0.2","2.617","5.526","5.716"
PbRatio,,,,"9.748","7.447","4.531"
EnterprisesValueRevenueRatio,"2.796","1.094","0.716","2.784","5.285","5.511"
EnterprisesValueEBITDARatio,,"-4.916","-2.666","-5.967","-10.716","-18.508"
