name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003
MarketCap,"5,595,597,284","5,318,686,758","6,600,108,778","6,153,556,630","4,723,213,049","5,364,162,643","3,588,047,985","3,563,271,131","1,943,617,258","1,797,852,094","1,614,400,987","1,705,256,355","229,562,056","120,635,107","90,082,645","60,826,297","14,525,393","259,735,282","132,017,810","142,100,769","261,510,796","388,862,296"
EnterpriseValue,"12,344,597,284","12,082,686,758","13,477,208,778","13,548,686,630","12,230,281,049","13,821,217,643","7,617,635,985","7,817,478,131","4,262,531,258","3,259,634,094","2,633,164,987","2,692,136,355","1,018,205,056","735,713,107","722,906,645","730,917,297","660,808,393","924,685,282","759,729,810","804,052,769","897,617,796","1,004,463,296"
PeRatio,"17.364","13.375","7.015","7.29","9.207","20.716","6.045","29.071","20.419","23.11","79.677","10.301","1.835",,,,,,,,,
ForwardPeRatio,"6.545","6.105","10.799","7.593","12.18","7.728","11.111","11.601","18.349","13.699","20.619","17.422","14.514","9.921",,,,,,,,
PegRatio,"0.365","4.624","1.468",,"2.157",,"1.111","1.16","1.835","0.685",,,,,,,,,,,,
PsRatio,"1.216","1.129","1.454","1.413","1.175","2.048","1.422","1.619","1.914","2.245","2.753","3.629","0.86","0.705","0.544","0.457","0.051","0.973","0.534","0.605","1.064","0.996"
PbRatio,"2.434","2.281","2.202","2.35","2.114","2.781","2.076","3.023","12.764","31.949","88.708","150.137","105.325",,,,,,,,,"121.33"
EnterprisesValueRevenueRatio,"2.502","2.449","2.586","2.915","2.717","4.547","2.753","3.214","3.864","3.636","4.171","5.359","2.689","2.4","2.307","2.901","2.319","3.466","2.865","3.512","3.597","4.686"
EnterprisesValueEBITDARatio,"6.9","6.754","6.082","6.895","6.1","12.722","7.09","9.217","9.649","9.026","9.832","16.196","6.149","6.232","5.759","7.499","18.862","8.401","6.926","9.559","8.284","11.164"
