name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009
MarketCap,"19,281,191,762","18,939,542,654","18,700,864,035","16,550,160,771","12,981,313,199","20,182,240,038","15,110,501,429","18,197,365,656","12,293,084,240","8,112,446,973","12,325,088,434","11,075,325,080","8,388,619,750","4,871,048,129","3,603,959,027","2,653,494,418"
EnterpriseValue,"29,081,678,928","29,009,248,444","28,663,639,182","27,749,967,519","24,501,436,163","28,272,469,677","22,342,369,813","23,465,892,632","16,219,644,072","11,501,522,662","14,843,910,686","13,414,609,620","10,928,818,196","6,094,920,641","4,820,915,313","3,815,896,289"
PeRatio,"15.659","20.989","9.568",,"18.856","15.566","15.91","36.667","40.216","33.183","37.076","33.493","32.749","26.592","19.009",
ForwardPeRatio,"15.408","14.347","15.291","15.723","13.072","19.455","16.502","21.459","24.938","22.321","26.667","31.153","29.762",,,
PsRatio,"2.827","2.682","2.222","2.664","2.611","3.447","2.737","3.689","3.773","2.217","2.229","2.275","2.157","3.261","2.828",
PbRatio,"1.89","1.871","1.839","1.763","1.206","2.15","1.773","3.352","2.484","1.99","2.767","2.513","1.956","5.06","3.064",
EnterprisesValueRevenueRatio,"3.187","3.179","2.469","3.217","4.116","4.437","3.039","4.346","3.803","2.481","2.446","2.68","3.189","3.636","3.912","4.701"
EnterprisesValueEBITDARatio,"8.754","8.732","6.568","9.813","35.002","11.955","9.138","14.758","15.302","11.618","16.548","17.399","18.184","17.185","16.396","13.631"
