name,ttm,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018
MarketCap,"1,123,038,605","945,983,876","1,652,207,749","4,700,453,868","3,939,282,497","3,154,778,457"
EnterpriseValue,"-67,282,188","-577,084,421","-78,478,779","3,062,178,265","2,591,494,937","2,300,937,971"
PeRatio,,,"9.274","39.102","39.248",
ForwardPeRatio,"84.746",,,"17.668","20","29.412"
PegRatio,"1.022"
PsRatio,"1.094","0.67","0.927","2.975","3.796","5.565"
PbRatio,"0.715","0.575","0.97","3.159","3.231","3.952"
EnterprisesValueRevenueRatio,"-0.009","-0.063","-0.007","0.281","0.309","0.493"
EnterprisesValueEBITDARatio,"0.094","0.938","-2.054","3.87","8.161","44.912"
