name,ttm,09/30/2024,09/30/2023,09/30/2022
MarketCap,"1,216,697,715","813,672,718","862,418,517","1,642,622,864"
EnterpriseValue,"2,557,597,715","2,172,772,718","2,184,918,517","2,995,522,864"
PeRatio,"15.619","11.75","17.299","4.925"
PsRatio,"1.087","0.732","0.77","1.44"
EnterprisesValueRevenueRatio,"2.277","1.942","1.962","2.593"
EnterprisesValueEBITDARatio,"13.272","10.502","10.648","6.587"
