name,ttm,01/31/2024,01/31/2023,01/31/2022,01/31/2021,01/31/2020,01/31/2019,01/31/2018,01/31/2017,01/31/2016,01/31/2015,01/31/2014,01/31/2013,01/31/2012,01/31/2011,01/31/2010,01/31/2009,01/31/2008,01/31/2007,01/31/2006,01/31/2005,01/31/2004,01/31/2003
MarketCap,"18,578,655,089","12,185,616,390","10,744,239,821","8,725,341,839","6,004,007,211","3,737,436,105","3,471,075,610","3,378,949,659","5,693,066,596","4,493,505,625","6,179,575,049","6,603,870,367","5,837,056,126","5,000,168,864","4,284,960,214","2,563,569,652","1,232,575,654","3,613,327,916","2,733,352,674","1,848,658,705","1,660,216,158","1,173,118,084","384,712,608"
EnterpriseValue,"21,609,246,089","15,012,402,390","13,454,251,821","10,407,824,839","8,140,390,211","7,296,892,105","3,822,634,610","3,788,422,659","5,874,034,596","4,768,158,625","6,388,711,049","6,668,759,367","5,565,304,126","4,426,926,864","3,879,749,214","2,596,928,652","1,556,916,654","3,744,455,916","2,778,427,674","1,993,295,705","1,899,334,158","1,212,605,084","377,169,608"
PeRatio,"16.311","13.262","11.531","8.891","15.767","12.32","10.765","11.566","17.979","13.027","19.417","20.115","22.032","19.624","24.06",,"9.099","24.444","25.365","27.237","26.154","25.254","10.16"
ForwardPeRatio,"15.408","11.561","10.893","14.535","14.006","11.521","10.672","10.929","13.699","11.947","16.208","16.502","15.873","17.361","19.685",,,,,,,,
PegRatio,"2.592","3.042","14.523","3.923","2.277","2.037","1.62","0.909","0.972","0.855","1.028","1.148","1.338","1.101","1.187",,,,,,,,
PsRatio,"1.409","1.033","1.119","1.024","0.66","0.469","0.414","0.409","0.758","0.643","0.959","1.089","1.062","0.994","0.902","0.588","0.312","0.974","0.916","0.756","0.853","0.877","0.306"
PbRatio,"6.065","5.11","4.52","3.448","2.682","2.187","1.879","1.804","3.045","2.534","3.303","3.889","3.424","3.062","3.142","2.551","1.244","4.067","4.405","4.457","5.293","5.636","2.738"
EnterprisesValueRevenueRatio,"1.61","1.182","1.11","0.863","0.898","0.845","0.444","0.451","0.765","0.663","0.968","1.099","0.986","0.849","0.796","0.606","0.377","0.963","0.892","0.759","0.9","0.871","0.296"
EnterprisesValueEBITDARatio,"10.889","8.876","6.888","4.723","9.857","10.071","5.195","5.237","8.023","6.24","9.055","9.706","9.433","7.87","9.195","19.179","4.59","10.889","10.998","9.044","11.25","12.833","4.517"
