name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017
MarketCap,"3,480,577,524","3,407,964,439","3,500,932,175","4,085,807,000","8,128,508,180","6,530,568,200","3,662,162,600","1,495,130,682"
EnterpriseValue,"4,040,577,524","4,058,964,439","4,063,288,175","4,327,201,000","8,175,341,180","6,377,248,200","3,505,031,600","1,442,759,682"
PeRatio,"2,507",,,,,"526.684",,
ForwardPeRatio,"37.594","37.879","555.556",,"175.439","138.889",,
PsRatio,"3.523","3.601","4.737","7.749","17.591","18.167","19.669","12.667"
PbRatio,"18.319","50.865","22.553","9.982","18.648","16.886","18.807","9.95"
EnterprisesValueRevenueRatio,"4.166","4.184","4.752","8.073","16.506","15.26","13.823","10.963"
EnterprisesValueEBITDARatio,"-44.895","-45.1","-15.162","-35.469","362.141","176.167","92.165","-96.7"
