name,ttm
MarketCap,"2,408,603,750"
EnterpriseValue,"2,436,514,750"
PeRatio,"374.001"
PsRatio,"21.722"
PbRatio,"2.156"
EnterprisesValueRevenueRatio,"22.012"
EnterprisesValueEBITDARatio,"53.283"
