name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011
MarketCap,"1,555,426,429","1,370,764,142","1,603,995,047","2,271,525,017","1,746,555,312","2,757,131,665","1,901,463,379","1,802,165,542","1,966,213,418","1,741,386,023","1,739,763,442","1,273,309,855","1,107,821,441","805,710,655"
EnterpriseValue,"3,153,314,429","2,993,629,142","3,214,257,047","3,776,784,017","3,028,381,312","4,005,412,665","3,115,931,379","3,032,759,542","2,968,128,418","2,755,677,023","2,697,808,442","2,251,704,855","2,110,024,441","1,596,792,655"
PeRatio,"26.33","27.451","38.406","96.231","46.581","59.61","93.419","57.075","62.435","45.118","86.543","89.8","116.375","386.616"
ForwardPeRatio,,,,,,,,,"42.194",,"47.847","38.314","400",
PegRatio,,,,,,,,,,,"9.452","7.599","79.01",
PsRatio,"4.274","3.952","4.827","8.042","6.069","8.881","7.806","7.888","9.382","8.764","9.116","7.107","6.767","4.191"
PbRatio,"1.311","1.134","1.308","1.824","1.363","2.093","2.34","2.158","2.486","2.171","2.357","1.954","1.735","1.273"
EnterprisesValueRevenueRatio,"6.902","6.887","7.682","10.626","8.362","11.431","9.442","9.789","10.233","10.185","10.45","8.881","8.961","8.306"
EnterprisesValueEBITDARatio,"11.791","12.113","13.559","18.847","14.437","20.277","16.612","17.147","17.723","17.03","18.043","12.162","12.349","13.669"
