name,ttm,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001
MarketCap,"3,257,022,052","3,708,431,197","8,160,897,406","3,751,505,665","6,092,869,557","9,513,780,889","10,384,232,548","7,786,003,218","4,213,244,441","5,137,106,417","7,102,815,611","4,259,877,385","5,251,476,018","8,961,495,722","4,024,658,332","1,218,168,420","2,876,795,120","2,597,304,505","2,938,215,263","4,618,803,247","1,615,170,931","224,288,672","347,559,285"
EnterpriseValue,"11,629,044,414","11,522,562,371","14,906,932,000","13,471,644,153","14,969,383,658","17,668,638,698","18,099,456,932","15,938,749,466","13,174,775,368","13,729,048,585","14,515,163,110","11,106,089,059","11,032,532,542","14,796,382,893","7,825,034,947","5,122,069,599","6,306,141,415","4,996,907,304","4,409,128,989","6,210,276,048","3,910,578,930","2,188,787,007","1,551,499,321"
PeRatio,"8.443","10.136","5.003",,"3,440.737","12.1","30.049","11.934","7.155","16.843","39.023",,"2,579.739","8.012","8.125",,"11.369",,,"1,127.933","21.419",,
ForwardPeRatio,"11.751","5.801","4.643","6.15","22.026",,"8.368","8.217","3.483","7.257","10.846",,"10.695","26.596",,,,,,,,,
PegRatio,,,,,,,,,,"0.678","1.014",,,,,,,,,,,,
PsRatio,"0.217","0.183","0.558","0.355","0.435","0.676","0.711","0.566","0.459","0.303","0.434","0.307","0.334","0.596","0.489","0.158","0.352","0.044","0.377","0.004","0.458","0.033","0.001"
PbRatio,"3.141","2.229","5.402",,"3.263","5.258","4.486","5.13","9.17","1.835","2.089","1.271","1.061","1.636","1.572","0.771","0.89","1.276","1.392","2.929","2.215",,"0.448"
EnterprisesValueRevenueRatio,"0.16","0.119","0.141","0.23","0.286","0.305","0.367","0.334","0.281","0.3","0.355","0.307","0.333","0.591","0.485","0.285","0.357","0.386","0.337","0.501","0.381","0.259","0.377"
EnterprisesValueEBITDARatio,"3.543","1.287","0.584","-6.184","7.715","2.036","1.738","3.194","1.358","3.031","3.491","9.629","5.853","3.359","2.247","-5.767","2.151","2.419","2.495","3.493","2.808","1.013","3.613"
