name,ttm,01/31/2023,01/31/2022,01/31/2021,01/31/2020,01/31/2019,01/31/2018,01/31/2017,01/31/2016,01/31/2015,01/31/2014
MarketCap,"4,621,825,081","6,545,263,404","6,708,969,805","5,767,004,396","4,514,445,369","2,794,725,924","4,174,463,961","2,241,320,943","1,279,055,065","2,051,515,806","2,966,029,810"
EnterpriseValue,"6,606,121,178","8,570,101,154","8,422,690,857","6,886,936,316","5,819,048,180","3,662,684,411","4,868,708,579","2,922,693,058","1,965,689,381","2,743,947,419","3,754,489,159"
PeRatio,"7.152","12.93","10.835","34.949","19.282","15.5","18.547","32.25","19.205","48.818","35.932"
ForwardPeRatio,"8.432","7.975","9.551","13.004","14.493","9.009","16.26","11.351","6.748",,
PsRatio,"0.609","0.983","1.292","1.305","1.088","0.764","1.199","0.759","0.45","0.816","1.185"
PbRatio,"8.858","53.134",,,,,,"500.748","209.483",,
EnterprisesValueRevenueRatio,"0.614","0.854","1.101","1.157","0.961","0.698","1.093","0.701","0.513","0.778","1.175"
EnterprisesValueEBITDARatio,"3.804","5.388","5.965","8.117","7.058","6.42","8.429","5.616","6.811","9.27","13.633"
