name,ttm,01/31/2024,01/31/2023,01/31/2022,01/31/2021,01/31/2020,01/31/2019,01/31/2018,01/31/2017,01/31/2016,01/31/2015,01/31/2014,01/31/2013,01/31/2012,01/31/2011,01/31/2010,01/31/2009,01/31/2008,01/31/2007,01/31/2006,01/31/2005,01/31/2004,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995
MarketCap,"16,474,110,057","28,458,432,410","33,223,267,737","29,537,647,981","23,909,634,172","20,606,186,983","23,042,631,323","27,266,099,340","18,227,371,726","19,093,606,410","14,622,022,080","10,512,908,677","9,085,981,336","9,801,366,320","6,241,259,213","4,370,723,345","3,870,435,509","2,514,871,575","3,134,419,590","2,642,490,939","3,077,832,523","3,640,413,036","2,805,564,000","3,477,549,888","2,745,131,924","3,008,532,618","2,659,651,312","1,619,436,675","1,097,466,115","410,206,849"
EnterpriseValue,"26,326,210,057","38,702,132,410","43,137,267,737","38,606,347,981","32,575,234,172","30,281,286,983","27,378,131,323","32,588,899,340","24,833,671,726","26,135,606,410","14,991,922,080","10,384,308,677","9,063,181,336","9,778,566,320","6,021,759,213","4,296,123,345","4,059,435,509","2,702,271,575","3,318,219,590","2,572,317,939","3,041,771,523","3,794,930,036","2,524,021,000","3,303,267,888","2,807,276,924","2,914,132,618","2,635,051,312","1,606,836,675","1,098,866,115","449,706,849"
PeRatio,"19.68","24.786","20.946","22.166","25.101",,"13.138","27.446","22.374","65.581","24.602","18.574","16.158","21.042","16.316","15.427","18.021","13.402","17","15.5","17.234","23.637","18.2","28.358","23.186","33.406","42.415","36.615",,
ForwardPeRatio,"12.331","19.418","20.161","16.313","16.155","15.974","16.779","20.79","17.153","21.598","20.04","15.337","13.947","17.794","13.755","11.481",,,,,,,,,,,,,,
PegRatio,"1.05","2.316","1.222","1.354","1.466","1.798","1.715","1.717",,,"1.336","1.022","1.249","0.977","0.837","2.865",,,,,,,,,,,,,,
PsRatio,"0.531","0.972","1.221","1.167","0.965","0.884","1.005","1.269","0.893","1.395","1.765","1.439","1.311","1.55","1.101","0.887","0.851","0.636","0.822","0.795","0.993","1.569","1.208","1.756","1.733","2.755","3.192","2.806","2.203",
PbRatio,"2.157","3.163","4.015","4.077","3.408","3.366","2.901","4.458","3.611","4.613","9.226","10.962","5.904","7.289","4.278","3.271","3.395","2.544","2.684","2.254","2.644","3.755","3.28","5.336","6.075","8.334","10.891","10.455","10.802","17.163"
EnterprisesValueRevenueRatio,"0.843","1.304","1.558","1.484","1.3","1.289","1.192","1.514","1.214","2.073","1.793","1.323","1.278","1.475","1.024","0.849","0.891","0.637","0.836","0.758","0.973","1.629","1.084","1.662","1.821","2.433","2.868","2.529","2.229","1.498"
EnterprisesValueEBITDARatio,"910.942","15.873","14.59","14.712","15.243","13.607","10.559","13.414","11.074","19.709","12.439","8.86","8.292","10.334","7.625","6.952","7.864","5.519","7.063","6.067","7.194","11.658","7.753","12.822","12.199","15.21","18.35","16.914","15.543","10.682"
