name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011
MarketCap,"86,531,707,948","72,450,425,344","67,840,699,332","78,483,099,456","55,821,934,176","50,025,644,136","42,673,307,640","31,099,971,600","27,734,235,514","26,966,698,281","30,858,873,081","20,973,506,840","13,371,350,034","9,617,357,319"
EnterpriseValue,"127,455,707,948","112,681,425,344","106,313,699,332","111,497,099,456","81,832,934,176","85,151,644,136","75,202,307,640","63,334,971,600","58,498,235,514","56,130,698,281","58,813,873,081","48,866,506,840","41,596,350,034","35,854,357,319"
PeRatio,"17.247","13.367","13.557","13.128","16.646","14.796","13.89","12.531","11.712","14.149","18.77","15.292","8.645","13.036"
ForwardPeRatio,"16.129","13.85","13.28","13.736","13.908","12.92","12.285","11.82","10.526","11.806","14.535","11.891","7.424","6.325"
PegRatio,"1.469","1.42","1.35","0.954","1.344","1.319","0.829","1.017","0.881","1.005","1.152","1.397","0.86","0.492"
PsRatio,"1.392","1.2","1.212","1.49","1.114","1.032","0.969","0.777","0.727","0.751","0.923","0.653","0.42","0.339"
EnterprisesValueRevenueRatio,"1.962","1.734","1.765","1.898","1.588","1.659","1.611","1.452","1.41","1.415","1.593","1.43","1.26","1.208"
EnterprisesValueEBITDARatio,"10.019","8.858","8","7.823","8.406","8.811","8.028","7.722","6.896","7.458","8.349","7.464","6.529","5.076"
