name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001
MarketCap,"1,623,073,640","1,365,952,334","1,359,443,496","949,153,272","1,074,879,030","2,013,552,548","2,375,519,220","2,928,064,177","2,695,219,557","2,157,925,044","2,994,336,167","2,322,484,316","2,013,960,358","1,048,753,992","1,589,276,188","1,123,888,255","921,291,074","1,427,316,687","740,966,871","222,218,875","252,708,351","212,782,185","236,038,838","290,741,220"
EnterpriseValue,"3,417,240,640","3,189,607,334","3,376,246,496","3,492,045,272","3,827,081,030","4,777,164,548","5,040,128,220","5,624,265,177","5,075,774,557","4,195,986,044","4,542,889,167","3,826,401,316","3,470,378,358","2,542,168,992","2,594,602,188","1,674,726,255","1,301,135,074","1,846,843,687","922,395,871","387,630,875","349,841,351","438,916,185","356,664,838","271,644,220"
PeRatio,"17.875","13.048","20.66","7.452","7.638","12.213","16.148","17.438","18.617","16.061","21.699","11.507","11.949","12.786","21.823","17.094","15.151","33.333","35.285","16.616","14.849","7.972","11","15.231"
ForwardPeRatio,"13.699","8.803","8.977","7.174","6.761",,,,"19.646","13.263","20","19.194","15.314","10.101","15.083",,,,,,,,,
PegRatio,"1.369","0.881","0.898","0.718","0.676",,,,,,"2.123","2.039","1.021","0.854","1.005",,,,,,,,,
PsRatio,"0.66","0.551","0.576","0.41","0.443","0.808","1.04","1.232","1.263","1.206","1.765","1.468","1.168","0.683","1.087","0.996","0.896","1.344","0.801","0.361","0.421","0.584","0.417","0.524"
PbRatio,"1.256","1.084","1.222","0.932","1.152","1.998","2.198","2.41","2.79","2.147","2.808","2.246","1.923","1.018","1.56","1.691","1.593","2.705","3.176","2.037","2.365","2.447","1.546","2.23"
EnterprisesValueRevenueRatio,"1.416","1.322","1.421","1.547","1.628","1.928","2.162","2.485","2.329","2.276","2.686","2.514","2.346","1.807","2.392","1.468","1.247","1.802","1.071","0.632","0.589","0.799","0.69","0.483"
EnterprisesValueEBITDARatio,"7.088","6.616","6.403","7.634","9.924","10.491","11.835","13.257","12.912","11.851","13.535","14.559","12.652","9.479","15.301","9.689","8.069","13.71","10.424","15.976","6.577","9.973","10.026","7.965"
