name,ttm,03/31/2023,03/31/2022,03/31/2021,03/31/2020,03/31/2019,03/31/2018,03/31/2017,03/31/2016,03/31/2015,03/31/2014,03/31/2013,03/31/2012
MarketCap,"1,039,762,458","835,021,253","540,508,496","647,570,997","496,056,447","799,086,907","727,525,299","674,498,124","565,830,963","772,223,199","739,925,650","691,611,137","611,503,118"
EnterpriseValue,"1,213,562,458","945,099,253","653,685,496","780,333,997","652,067,447","988,287,907","916,234,299","679,270,124","589,604,963","793,310,199","797,460,650","781,367,137","739,872,118"
PeRatio,"21.417","24.194","52.258",,"22.833","37.136","80.036","46.311","18.882","16.154","33.594","25.239",
ForwardPeRatio,"21.097",,,,,,,,"16.103","15.625","14.085","15.974","20.04"
PegRatio,,,,,,,,,,"1.042","0.939","1.065","1.335"
PsRatio,"2.153","1.997","1.664","2.224","1.22","2.016","2.682","2.529","2.013","2.583","2.64","2.49","2.651"
PbRatio,"2.224","2.029","1.391","1.706","1.344","2.403","2.168","2.25","2.019","2.777","3.03","3.127","3.475"
EnterprisesValueRevenueRatio,"2.479","2.145","1.838","2.825","1.7","2.395","2.969","2.572","2.091","2.571","2.876","2.751","2.717"
EnterprisesValueEBITDARatio,"13.277","12.714","12.006","25.785","10.981","12.538","17.69","16.8","10.935","9.761","14","11.067","13.946"
