name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018
MarketCap,"896,642,226","989,165,529","1,472,476,914","362,951,551","159,850,045","517,691,480","327,600,000"
EnterpriseValue,"993,539,226","1,111,490,529","1,630,507,914","661,703,551","547,861,045","907,095,480","327,123,446"
PeRatio,"5.718","6.197","32.213",,,"38.462","417.426"
ForwardPeRatio,"20.284","22.124","9.174","89.286",,"10.73",
PegRatio,"1.352","1.474","0.612","5.933",,"0.715",
PsRatio,"1.667","1.756","3.406","1.314","0.611","1.637","3.051"
PbRatio,"2.376","2.924","10.43","3.884","1.483","3.589","81.9"
EnterprisesValueRevenueRatio,"1.763","1.972","3.248","2.271","2.433","2.825","1.36"
EnterprisesValueEBITDARatio,"2.987","3.342","7.868","6.474","8.044","8.347","3.979"
