name,ttm,12/31/2023,12/31/2022,12/31/2021
MarketCap,"3,261,084,425","6,252,086,992","3,620,656,910","5,279,474,903"
EnterpriseValue,"2,992,679,425","6,081,263,992","3,462,404,910","4,964,895,903"
PeRatio,"51.184","114.938","68.625","577.657"
ForwardPeRatio,"42.735","63.291","44.444","72.993"
PegRatio,"2.529",,,
PsRatio,"5.353","11.879","8.955","17.244"
PbRatio,"2.884","6.225","4.324","7.371"
EnterprisesValueRevenueRatio,"4.687","11.389","8.16","16.233"
EnterprisesValueEBITDARatio,"21.502","49.263","43.043","113.618"
