name,ttm,09/30/2023,09/30/2022,09/30/2021,09/30/2020
MarketCap,"7,776,228,988","5,419,534,247","2,788,441,965","1,214,945,722","817,748,562"
EnterpriseValue,"8,523,328,988","6,303,934,247","3,667,941,965","1,730,745,722","1,514,148,562"
PeRatio,"48.268","35.543","23.965","43.31","5.982"
ForwardPeRatio,,,"18.215","31.25","27.548"
PsRatio,"4.572","3.535","1.078","1.025","0.888"
EnterprisesValueRevenueRatio,"4.914","3.782","2.674","1.388","1.532"
EnterprisesValueEBITDARatio,"25.774","19.974","16.973","7.863","7.999"
