name,ttm,12/31/2023,12/31/2022
MarketCap,"2,405,804,211","4,769,004,704","11,200,800,084"
EnterpriseValue,"5,212,021,211","6,787,449,704","11,477,037,084"
PsRatio,"1.168","1.685","5.421"
PbRatio,,,"81.97"
EnterprisesValueRevenueRatio,"2.531","2.399","5.555"
EnterprisesValueEBITDARatio,"-11.113",,"-53.857"
