name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003
MarketCap,"5,166,468,316","4,719,831,157","4,586,405,756","4,617,639,780","4,250,547,670","4,990,522,960","4,316,381,040","4,179,569,430","5,772,811,350","5,400,830,520","5,079,674,340","5,208,201,450","4,084,748,800","4,173,897,602","4,032,660,840","3,754,097,400","3,966,493,440","5,554,004,400","5,004,899,340","4,656,614,781","4,167,809,429","4,460,287,284"
EnterpriseValue,"6,285,597,316","5,895,952,157","5,422,602,756","5,654,621,780","5,249,208,670","6,505,719,960","5,415,359,040","4,597,753,430","6,542,244,350","6,027,982,520","5,907,638,340","5,782,190,450","4,823,019,800","4,733,204,602","4,617,506,840","4,097,774,400","3,683,477,440","4,355,088,400","2,852,422,340","3,248,430,781","3,169,107,429","3,855,112,284"
PeRatio,"15.219","8.859","13.277","12.024",,"54.297","27.179",,"13.054","8.981","7.096","11.063","8.66","22.829","5.96","9.254","12.885","6.08","6.045","391","9.181","8.561"
ForwardPeRatio,"5.841","5.362","6.954","8.929","10.605","10.811",,"10.929","14.749","13.459","12.255","10.406","7.639","7.657","8.084","6.246",,,,,,
PegRatio,,,,,,,,,,,"1.149","0.975","0.716","0.718","0.588","0.507",,,,,,
PsRatio,"0.941","0.855","0.872","0.901","0.878","0.968","0.838","1.028","1.499","1.315","1.249","1.373","1.099","1.044","1.376","1.518","1.609","1.987","1.913","1.757","2.058","2.926"
PbRatio,"1.096","1.053","1.209","0.965","0.901","1.037","0.96","0.893","1.045","1.039","0.979","1.009","0.774","0.826","0.787","0.751","1.001","1.192","1.209","1.622","1.291","1.585"
EnterprisesValueRevenueRatio,"1.124","1.055","1.022","1.063","1.102","1.255","1.058","1.035","1.585","1.424","1.327","1.387","1.238","1.231","1.295","1.471","1.311","1.35","0.927","1.165","1.437","2.475"
