name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003
MarketCap,"4,158,001,844","5,495,211,620","4,520,313,264","5,888,623,491","3,470,270,194","3,060,396,935","2,987,602,994","5,366,419,300","5,130,400,388","3,239,951,787","2,980,671,073","3,159,697,770","2,443,680,364","2,958,664,415","3,042,951,948","3,228,728,551","1,810,690,491","6,672,931,680","6,964,630,411","2,739,705,638","3,057,732,446","3,170,481,300"
EnterpriseValue,"9,510,001,844","10,982,211,620","9,873,313,264","12,266,623,491","11,029,112,194","10,747,010,935","10,557,592,994","12,701,360,300","13,067,314,388","11,436,049,787","6,057,489,416","6,548,254,856","5,785,971,474","6,544,665,664","6,789,134,951","6,699,570,719","5,588,208,101","9,858,724,906","7,070,553,590","2,817,766,585","3,135,793,393","3,400,112,358"
PeRatio,"26.935","54.82","12.96",,,"65.087","18.519",,"88",,"13.134","9.674","7.937","28.662","4,545.221","29.113","13.776","61.49","31.713","42.841","47.852","85.254"
ForwardPeRatio,"12.005","17.153","12.5","17.986","22.573","11.71","8.41","20.202","16.42","10.152","11.325","13.793","11.628",,,,,,,,,
PsRatio,"0.977","1.297","1.111","1.519","0.909","0.637","0.608","1.098","0.986","0.717","0.752","0.738","0.6","0.792","0.966","0.905","0.624","2.746","6.117","2.132","2.382","5.849"
PbRatio,"2.881","3.696","2.854","4.471","3.599","1.698","1.521","2.356","1.68","0.995","0.95","1.036","0.815","1.084","1.173","1.226","0.808","2.641","11.651","7.063","7.882","6.003"
EnterprisesValueRevenueRatio,"2.206","2.548","2.337","3","3.54","2.665","2.652","2.572","2.535","2.439","1.589","1.71","1.422","1.698","2.206","2.148","1.95","4.07","5.706","4.082","1.896","2.821"
EnterprisesValueEBITDARatio,"6.5","7.507","7.139","8.7","32.343","7.839","7.594","46.359","7.801","9.368","5.635","5.733","4.309","5.246","7.858","6.97","5.951","10.19","20.003","8.946","9.267","18.058"
