name,ttm
MarketCap,"2,641,205,701"
EnterpriseValue,"3,271,489,336"
ForwardPeRatio,"151.515"
PsRatio,"1.07"
EnterprisesValueRevenueRatio,"0.079"
EnterprisesValueEBITDARatio,"1.371"
