name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005
MarketCap,"1,720,304,970","1,691,530,476","2,064,041,016","3,193,639,375","2,524,411,820","1,289,184,050","1,181,282,400","628,807,930","650,506,095","724,228,560","550,496,800","434,272,640","116,582,400","180,347,327","160,865,017","92,733,859","31,690,242","185,276,078","106,399,678","126,751,294"
EnterpriseValue,"1,657,513,970","1,632,891,476","2,016,210,016","3,146,738,375","2,365,893,820","1,285,858,050","1,193,512,400","633,113,930","648,101,095","689,441,560","493,658,800","411,546,640","113,018,400","171,949,259","151,149,260","81,908,858","26,312,400","166,377,006","88,072,561","89,984,671"
PeRatio,,,,"72.427",,,,,,,,,,,,,,,,
PsRatio,"4.193","4.328","6.442","12.233","10.764","5.434","5.203","3.456","4.092","4.937","4.961","4.604","1.59","2.689","2.627","1.613","0.57","3.631","3.009","4.566"
PbRatio,"3.69","3.655","4.589","6.55","6.046","4.993","7.213","3.97","3.762","5.771","4.077","11.982","9.327","11.291","9.612","5.426","1.088","5.113","3.163","2.739"
EnterprisesValueRevenueRatio,"4.152","4.09","6.103","11.471","11.455","5.571","5.919","3.624","4.178","5.313","4.594","5.026","1.609","2.67","2.562","1.502","0.476","3.444","2.303","2.907"
EnterprisesValueEBITDARatio,"-204.404","-201.368","-68.341","47.862","-70.397","-59.757","-158.081","-40.883","-29.196","-33.458","-44.478","-46.46","-23.629","-63.945","-275.82","-6.146","-3.666","-16.238","-6.836","-9.73"
