name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019
MarketCap,"1,264,136,359","1,041,111,947","592,415,628","265,088,510","484,447,623","362,512,336"
EnterpriseValue,"712,374,359","617,673,947","419,096,628","109,196,510","265,294,623","346,324,336"
PbRatio,"2.357","2.538","4.218","1.809","2.27",
EnterprisesValueEBITDARatio,"-5.337","-4.628","-4.19","-1.22","-5.382","-13.008"
