name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019
MarketCap,"40,705,447,836","38,267,609,791","33,647,441,479","43,287,878,452","32,947,759,636","27,614,939,521"
EnterpriseValue,"44,739,447,836","42,355,609,791","36,803,441,479","46,217,878,452","36,005,759,636","30,680,939,521"
PeRatio,"42.495","85.846","59.609","130.03",,
ForwardPeRatio,"27.548","24.753","27.174","36.232","34.247","27.624"
PegRatio,"4.746","2.014",,,,
PsRatio,"4.374","4.177","3.896","5.306","4.738","3.682"
PbRatio,"1.992","1.953","1.71","2.236","1.73","1.415"
EnterprisesValueRevenueRatio,"4.732","4.48","4.222","5.574","5.269","4.086"
EnterprisesValueEBITDARatio,"19.955","18.892","21.397","26.305","32.379","25.44"
