name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019
MarketCap,"1,732,288,867","1,436,576,858","1,031,279,936","1,757,106,109","1,074,864,365","516,691,907"
EnterpriseValue,"1,030,283,867","714,239,858","663,711,936","1,329,530,109","1,054,744,365","496,571,907"
PeRatio,"6.981"
PsRatio,"2,816.816","178.443","13.595","100.88","26.29","24.935"
PbRatio,"2.485","1.987","2.827","5.018","8.249","3.243"
EnterprisesValueRevenueRatio,"1,977.512","1,370.902","9.373","67.168","23.467","29.25"
EnterprisesValueEBITDARatio,"-5.801","-4.022","-10.638","-14.028","-22.902","-10.756"
