name,ttm,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004
MarketCap,"62,732,994,155","43,422,608,268","35,108,427,561","55,864,750,392","83,593,811,227","82,071,124,670","78,322,316,438","70,340,119,973","38,010,115,196","68,782,982,151","65,309,574,635","70,995,761,908","73,621,456,969","95,020,482,056","75,563,132,501","18,019,655,552","32,137,123,635","44,101,843,579","27,213,249,787","17,372,476,601"
PeRatio,"10.291","8.529","7.037","16.752","14.328","14.597","11.582","9.84","5.752","9.438","11.091","12.109","12.549","13.811","17.867","16.475","14.849","20.583","10.503","9.808"
ForwardPeRatio,"9.108","6.68","7.133","12.516","12.658",,"14.62","8.347","9.416","9.166","5.456","4.162","9.058","11.99",,"16.639",,,,
PegRatio,"0.929","0.53","0.415","2.503","0.749",,"2.986","1.192",,"0.777","0.286","0.14","0.877","1.063",,"2.377",,,,
PsRatio,"2.306","1.792","1.667","3.42","3.338","3.592","2.576","1.947","1.896","2.221","2.138","2.004","2.022","1.913","2.821","2.196","2.93","3.086","2.613","2.268"
PbRatio,"1.778","1.48","1.385","2.276","2.774","2.651","2.119","1.787","1.392","2.03","2.01","2.011","2.292","3.031","2.601","1.702","1.619","4.317","4.162","2.761"
