name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018
MarketCap,"3,186,367,755","2,584,227,624","1,403,236,297","927,454,001","640,842,925","960,133,572","1,060,947,597"
EnterpriseValue,"3,872,545,755","3,464,055,624","2,485,791,297","1,951,335,001","1,591,786,925","1,879,945,572","1,887,438,597"
PeRatio,"9.464","16.557","8.908",,,"12.5",
ForwardPeRatio,"4.888",,,,,"5.609","11.834"
PsRatio,"2.136","1.567","1.133","1.528","0.719","0.597","0.778"
PbRatio,"2.54","2.957","1.968","2.02","1.2","1.244","1.652"
EnterprisesValueRevenueRatio,"2.588","2.104","2.006","3.223","1.758","1.169","1.384"
EnterprisesValueEBITDARatio,"14.509","6.726","4.535","19.048","-22.142","5.166","10.044"
