name,ttm,12/31/2023,12/31/2022,12/31/2021
MarketCap,"2,665,824,364","71,181,767","102,036,550","1,076,025,621"
EnterpriseValue,"2,665,465,364","30,700,767","-11,340,450","625,749,621"
PeRatio,"1.961",,"1.147",
PsRatio,"9.596","0.277","0.344","4.906"
PbRatio,"13.036","0.281","0.183","2.766"
EnterprisesValueRevenueRatio,"9.975","0.149","-0.048","2.866"
EnterprisesValueEBITDARatio,"-0.827","-0.225","0.028","-2.835"
