name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000
MarketCap,"863,748,739","1,086,717,754","795,561,067","1,274,107,500","2,156,791,000","2,066,810,310","2,196,127,500","1,665,146,623","1,335,390,556","1,043,424,375","754,125,000","617,106,800","366,858,220","249,279,302","445,155,910","481,908,350","660,841,226","563,745,820","365,209,830","306,556,648","228,747,258","194,803,377","183,549,896","147,923,429","120,914,682"
EnterpriseValue,"1,077,226,739","1,254,682,754","843,966,067","796,710,500","2,717,339,000","3,103,286,310","2,899,708,500","2,422,681,623","2,117,426,556","1,163,136,375","905,482,000","785,351,800","527,949,220","413,415,302","612,814,910","502,814,350","696,960,226","568,407,820","379,619,830","331,415,648","266,866,258","209,453,377","236,886,896","208,386,429","165,378,682"
PeRatio,"107.013","308.857",,"98.077","41.19","36.823","24.049","307.273","118.696","28.322","23.674","22.129","2,218.841","19.055","23.709","19.198","25.045","29.975","20.709","30.646","22.351","20.023",,"9.044","18.787"
ForwardPeRatio,"769.231",,"1,111.111","151.515",,"29.94","31.447","89.286",,,,"10.235","10.684","10.638","22.727",,"26.316",,,,,,,,
PegRatio,,,,,,,,,,,,"0.787","0.822","0.818","1.746",,"3.292",,,,,,,,
PsRatio,"3.022","3.833","3.064","5.305","3.365","3.287","3.566","2.73","2.857","3.117","2.358","2.026","1.273","1.028","2.286","2.988","4.585","3.991","2.229","2.204","1.896","1.842","1.97","1.67","2.859"
PbRatio,"1.323","1.661","1.238","1.964","3.934","4.343","4.935","5.57","4.478","3.63","2.893","2.627","1.765","1.246","2.339","2.743","3.943","3.73","2.635","2.499","2.01","1.834","2.397","1.983","1.699"
EnterprisesValueRevenueRatio,"3.748","4.366","3.157","3.249","12.308","15.002","15.049","3.959","3.956","3.396","2.77","2.542","1.833","1.646","3.139","3.131","4.826","4.36","2.389","2.264","2.206","1.982","2.555","3.032","3.723"
EnterprisesValueEBITDARatio,"13.873","16.159","12.516","13.171","58.942","68.288","70.006","10.602","12.402","7.932","6.961","6.619","5.234","4.684","7.707","6.569","9.329","8.317","7.16","7.937","7.207","6.062","9.945","11.782","13.626"
